,y
3971,59.765625
3972,204.234375
3973,104.21875
3974,383.6015625
3975,47.640625
3976,114.71875
3977,129.8984375
3978,132.6640625
3979,158.1640625
3980,185.3046875
3981,265.6953125
3982,235.09375
3983,117.9296875
3984,169.296875
3985,304.3125
3986,114.375
3987,82.875
3988,75.6953125
3989,144.796875
3990,117.5703125
3991,200.96875
3992,70.9296875
3993,157.015625
3994,88.7109375
3995,55.765625
3996,252.890625
3997,112.859375
3998,124.984375
3999,50.3984375
4000,183.6328125
4001,150.875
4002,16.2109375
4003,181.6875
4004,93.6484375
4005,345.2421875
4006,167.859375
4007,105.4609375
4008,253.5703125
4009,103.90625
4010,97.09375
4011,116.4375
4012,43.34375
4013,117.5859375
4014,224.7421875
4015,100.84375
4016,85.9140625
4017,227.3984375
4018,96.265625
4019,99.796875
4020,152.3828125
4021,100.859375
4022,181.03125
4023,202.71875
4024,111.4453125
4025,71.90625
4026,163.0078125
4027,93.53125
4028,80.9921875
4029,282.15625
4030,181.7578125
4031,164.0234375
4032,235.1953125
4033,140.3671875
4034,273.90625
4035,122.59375
4036,15.7265625
4037,48.6796875
4038,146.3203125
4039,83.0703125
4040,268.7265625
4041,192.765625
4042,124.3125
4043,72.0703125
4044,97.9765625
4045,76.0234375
4046,151.125
4047,47.9140625
4048,76.1640625
4049,349.71875
4050,115.8359375
4051,279.203125
4052,153.6796875
4053,100.9921875
4054,147.125
4055,247.71875
4056,77.390625
4057,182.203125
4058,-28.296875
4059,86.484375
4060,345.6484375
4061,76.4453125
4062,86.203125
4063,105.7578125
4064,213.859375
4065,198.5625
4066,208.9375
4067,367.640625
4068,79.7578125
4069,204.0390625
4070,146.375
4071,275.890625
4072,156.3515625
4073,103.5625
4074,126.8359375
4075,163.4296875
4076,263.6875
4077,157.40625
4078,264.796875
4079,208.0546875
4080,104.8828125
4081,139.8515625
4082,103.9765625
4083,74.8828125
4084,157.84375
4085,96.953125
4086,198.9921875
4087,196.5703125
4088,203.78125
4089,109.96875
4090,200.21875
4091,238.1875
4092,238.9296875
4093,69.8125
4094,56.109375
4095,279.3984375
4096,82.3828125
4097,293.2578125
4098,118.5234375
4099,116.5546875
4100,116.5
4101,88.0
4102,196.6484375
4103,195.3125
4104,104.6796875
4105,120.4453125
4106,110.734375
4107,93.671875
4108,158.171875
4109,81.0625
4110,74.6796875
4111,158.234375
4112,129.515625
4113,258.1015625
4114,167.625
4115,160.4609375
4116,66.359375
4117,165.0078125
4118,71.15625
4119,75.2265625
4120,105.828125
4121,107.625
4122,45.703125
4123,9.4453125
4124,115.703125
4125,54.3515625
4126,161.1640625
4127,110.3671875
4128,172.3203125
4129,59.71875
4130,99.4609375
4131,143.0625
4132,99.234375
4133,150.0703125
4134,224.7578125
4135,212.4375
4136,140.9609375
4137,114.8125
4138,106.0625
4139,165.015625
4140,284.0703125
4141,34.40625
4142,121.625
4143,337.8515625
4144,80.140625
4145,431.4765625
4146,109.1953125
4147,217.484375
4148,346.5078125
4149,84.3984375
4150,88.359375
4151,73.5859375
4152,192.1796875
4153,236.1796875
4154,97.796875
4155,248.4609375
4156,195.1953125
4157,88.34375
4158,244.890625
4159,151.671875
4160,54.890625
4161,157.1171875
4162,61.0625
4163,189.8203125
4164,112.625
4165,202.75
4166,155.09375
4167,164.875
4168,162.1015625
4169,121.0078125
4170,161.4765625
4171,102.953125
4172,50.375
4173,202.109375
4174,264.0390625
4175,498.5546875
4176,166.578125
4177,276.53125
4178,111.1484375
4179,180.6015625
4180,76.796875
4181,90.4609375
4182,113.9453125
4183,66.3359375
4184,60.3046875
4185,51.5078125
4186,117.9453125
4187,63.7109375
4188,44.7109375
4189,189.5703125
4190,55.53125
4191,121.671875
4192,77.625
4193,503.625
4194,122.046875
4195,118.265625
4196,118.421875
4197,191.5
4198,202.3828125
4199,217.7734375
4200,702.53125
4201,165.4296875
4202,59.96875
4203,148.171875
4204,167.8671875
4205,75.75
4206,233.84375
4207,100.65625
4208,192.375
4209,196.40625
4210,162.0390625
4211,109.6640625
4212,92.9609375
4213,261.703125
4214,108.171875
4215,120.40625
4216,196.3515625
4217,151.15625
4218,35.765625
4219,112.625
4220,104.0625
4221,262.3671875
4222,84.140625
4223,66.46875
4224,140.296875
4225,298.6796875
4226,252.0859375
4227,155.8984375
4228,200.0703125
4229,60.9609375
4230,155.375
4231,330.4921875
4232,66.4453125
4233,70.3828125
4234,65.359375
4235,447.484375
4236,189.1640625
4237,0.4453125
4238,146.7265625
4239,50.5703125
4240,165.2890625
4241,235.0625
4242,359.140625
4243,118.3203125
4244,206.6953125
4245,196.921875
4246,63.5390625
4247,118.1953125
4248,508.390625
4249,182.5859375
4250,104.203125
4251,207.09375
4252,90.6484375
4253,112.7421875
4254,54.3203125
4255,397.1875
4256,236.296875
4257,114.796875
4258,110.0390625
4259,184.8515625
4260,62.25
4261,184.7421875
4262,191.90625
4263,49.59375
4264,137.90625
4265,78.328125
4266,235.96875
4267,274.84375
4268,194.9765625
4269,158.734375
4270,69.671875
4271,201.328125
4272,98.6875
4273,101.0625
4274,95.6328125
4275,247.2421875
4276,420.484375
4277,95.3046875
4278,80.234375
4279,197.6015625
4280,110.265625
4281,196.4765625
4282,117.0625
4283,105.4609375
4284,63.0859375
4285,71.1484375
4286,132.34375
4287,76.4375
4288,147.453125
4289,185.5546875
4290,106.046875
4291,213.0390625
4292,101.8515625
4293,68.484375
4294,233.8359375
4295,118.453125
4296,273.8359375
4297,235.9453125
4298,70.203125
4299,168.3359375
4300,429.6328125
4301,49.5234375
4302,189.8515625
4303,118.046875
4304,185.78125
4305,284.6328125
4306,103.3515625
4307,88.5859375
4308,315.59375
4309,70.9296875
4310,108.0234375
4311,268.9765625
4312,201.3515625
4313,119.1875
4314,167.4453125
4315,118.2421875
4316,85.140625
4317,52.828125
4318,80.515625
4319,67.3046875
4320,131.6484375
4321,207.6015625
4322,93.0234375
4323,356.0859375
4324,195.9296875
4325,72.75
4326,177.1171875
4327,68.140625
4328,45.6875
4329,119.328125
4330,107.984375
4331,38.1484375
4332,139.5703125
4333,185.8828125
4334,224.1015625
4335,126.09375
4336,119.640625
4337,115.6796875
4338,66.4765625
4339,187.3203125
4340,194.3203125
4341,249.5859375
4342,159.3515625
4343,111.671875
4344,412.015625
4345,82.109375
4346,152.734375
4347,183.328125
4348,100.3203125
4349,104.1875
4350,170.3125
4351,180.390625
4352,72.3046875
4353,80.5234375
4354,225.34375
4355,101.15625
4356,147.7109375
4357,383.5546875
4358,351.46875
4359,217.7109375
4360,65.2734375
4361,119.9609375
4362,323.15625
4363,180.6328125
4364,101.875
4365,204.8203125
4366,493.96875
4367,117.609375
4368,20.7421875
4369,129.9609375
4370,122.0859375
4371,175.7734375
4372,219.015625
4373,84.75
4374,-11.5078125
4375,64.1953125
4376,101.6953125
4377,135.515625
4378,108.4921875
4379,187.8828125
4380,235.265625
4381,262.109375
4382,160.2890625
4383,191.90625
4384,120.4140625
4385,96.5
4386,118.984375
4387,81.4140625
4388,109.7265625
4389,224.8828125
4390,195.109375
4391,116.1015625
4392,108.203125
4393,112.625
4394,164.984375
4395,141.484375
4396,59.8046875
4397,359.5859375
4398,113.625
4399,118.734375
4400,264.7421875
4401,203.9140625
4402,190.1171875
4403,78.015625
4404,117.4765625
4405,101.8984375
4406,43.7265625
4407,91.1171875
4408,165.25
4409,175.9609375
4410,49.25
4411,27.6484375
4412,72.6015625
4413,242.3828125
4414,139.1875
4415,225.8046875
4416,83.171875
4417,163.28125
4418,190.671875
4419,104.1875
4420,68.546875
4421,113.609375
4422,63.7890625
4423,193.3125
4424,301.5
4425,278.953125
4426,75.9921875
4427,105.0546875
4428,199.015625
4429,52.1015625
4430,153.21875
4431,158.7890625
4432,63.90625
4433,151.4296875
4434,147.6015625
4435,273.8203125
4436,230.9609375
4437,154.9453125
4438,188.640625
4439,117.7578125
4440,285.09375
4441,434.1015625
4442,232.46875
4443,180.6875
4444,84.1953125
4445,9.1796875
4446,50.3203125
4447,256.1328125
4448,120.828125
4449,119.6796875
4450,83.2109375
4451,189.5234375
4452,203.9609375
4453,124.5078125
4454,79.375
4455,79.6875
4456,91.4921875
4457,159.125
4458,90.9375
4459,32.2890625
4460,46.203125
4461,182.9765625
4462,74.546875
4463,99.03125
4464,179.171875
4465,94.8828125
4466,85.84375
4467,100.2109375
4468,105.7890625
4469,261.2421875
4470,87.6640625
4471,70.859375
4472,187.296875
4473,64.65625
4474,95.1796875
4475,182.96875
4476,190.7890625
4477,98.4921875
4478,58.03125
4479,431.8671875
4480,341.953125
4481,72.609375
4482,233.9140625
4483,267.9296875
4484,238.8984375
4485,275.640625
4486,376.859375
4487,196.0625
4488,93.421875
4489,136.6015625
4490,105.96875
4491,243.5
4492,373.75
4493,213.546875
4494,70.65625
4495,97.125
4496,127.4609375
4497,169.046875
4498,108.625
4499,112.3203125
4500,75.71875
4501,74.1953125
4502,142.6640625
4503,88.8359375
4504,281.0078125
4505,198.859375
4506,45.9140625
4507,203.0703125
4508,235.4453125
4509,253.2265625
4510,232.3125
4511,195.1328125
4512,93.2265625
4513,186.109375
4514,109.4375
4515,101.71875
4516,361.5390625
4517,101.0859375
4518,103.046875
4519,85.25
4520,85.3203125
4521,61.828125
4522,142.4453125
4523,156.671875
4524,211.640625
4525,67.828125
4526,120.3046875
4527,40.03125
4528,52.4609375
4529,518.53125
4530,324.953125
4531,95.484375
4532,117.1328125
4533,311.125
4534,123.578125
4535,163.109375
4536,76.3671875
4537,102.6796875
4538,190.1875
4539,123.2109375
4540,69.203125
4541,37.84375
4542,86.0234375
4543,105.4296875
4544,118.703125
4545,214.578125
4546,285.546875
4547,86.7578125
4548,186.359375
4549,192.5546875
4550,365.3203125
4551,79.4765625
4552,160.640625
4553,107.640625
4554,124.6015625
4555,-59.3203125
4556,78.5390625
4557,107.5625
4558,103.59375
4559,92.2421875
4560,183.25
4561,134.328125
4562,130.421875
4563,270.8125
4564,183.265625
4565,113.328125
4566,61.6875
4567,191.4296875
4568,201.90625
4569,113.078125
4570,117.3046875
4571,233.984375
4572,139.7109375
4573,118.6328125
4574,214.4296875
4575,192.515625
4576,103.3828125
4577,199.1796875
4578,102.8671875
4579,108.421875
4580,151.15625
4581,141.8984375
4582,271.03125
4583,197.28125
4584,99.3203125
4585,83.34375
4586,83.7734375
4587,223.484375
4588,241.6875
4589,124.59375
4590,152.1875
4591,204.1328125
4592,187.2578125
4593,228.359375
4594,118.5234375
4595,152.3203125
4596,121.3828125
4597,74.3203125
4598,74.25
4599,73.5703125
4600,183.78125
4601,78.765625
4602,206.421875
4603,147.296875
4604,125.4375
4605,270.7578125
4606,125.7578125
4607,143.578125
4608,64.6171875
4609,608.953125
4610,181.078125
4611,167.8359375
4612,116.4921875
4613,117.53125
4614,117.7265625
4615,133.578125
4616,124.21875
4617,101.9921875
4618,54.2109375
4619,110.4140625
4620,264.109375
4621,112.8828125
4622,64.390625
4623,125.328125
4624,82.875
4625,204.4609375
4626,74.84375
4627,19.6328125
4628,105.625
4629,115.4609375
4630,442.96875
4631,40.171875
4632,122.125
4633,146.4921875
4634,56.421875
4635,103.9765625
4636,116.75
4637,221.78125
4638,41.796875
4639,127.4296875
4640,117.2734375
4641,164.640625
4642,103.171875
4643,178.578125
4644,110.828125
4645,118.109375
4646,65.9765625
4647,76.75
4648,338.453125
4649,104.78125
4650,114.0625
4651,160.796875
4652,146.9375
4653,403.2890625
4654,126.1640625
4655,106.2265625
4656,131.84375
4657,77.140625
4658,184.15625
4659,177.75
4660,80.0390625
4661,156.453125
4662,125.890625
4663,74.8046875
4664,95.96875
4665,77.359375
4666,106.6796875
4667,300.078125
4668,349.4453125
4669,98.71875
4670,78.2578125
4671,106.59375
4672,86.6640625
4673,99.5234375
4674,190.765625
4675,445.4921875
4676,426.8125
4677,161.5078125
4678,248.8125
4679,277.875
4680,213.1796875
4681,95.5078125
4682,223.6875
4683,76.9375
4684,3.0625
4685,176.7890625
4686,28.6484375
4687,78.8828125
4688,106.0
4689,85.875
4690,249.015625
4691,120.2265625
4692,162.6015625
4693,167.453125
4694,163.234375
4695,116.2890625
4696,100.53125
4697,75.203125
4698,90.734375
4699,111.828125
4700,62.3203125
4701,128.109375
4702,116.7109375
4703,227.2734375
4704,140.015625
4705,190.8828125
4706,63.9765625
4707,195.078125
4708,118.6640625
4709,159.984375
4710,157.140625
4711,271.0703125
4712,108.4609375
4713,52.7734375
4714,190.859375
4715,209.171875
4716,63.0546875
4717,196.90625
4718,64.6484375
4719,64.515625
4720,204.421875
4721,355.9296875
4722,30.8671875
4723,186.859375
4724,284.328125
4725,110.7890625
4726,190.9296875
4727,117.0625
4728,278.328125
4729,163.890625
4730,91.3203125
4731,13.7109375
4732,189.484375
4733,117.828125
4734,182.0625
4735,156.7890625
4736,188.1796875
4737,172.875
4738,165.7109375
4739,239.3046875
4740,157.7421875
4741,122.7734375
4742,276.96875
4743,57.5
4744,159.421875
4745,105.6171875
4746,27.3046875
4747,558.921875
4748,291.9921875
4749,91.6953125
4750,88.1015625
4751,159.3203125
4752,153.921875
4753,236.0
4754,247.796875
4755,122.671875
4756,122.7109375
4757,162.328125
4758,120.0234375
4759,118.0
4760,122.8203125
4761,150.421875
4762,143.6875
4763,109.1171875
4764,110.1484375
4765,98.21875
4766,169.3984375
4767,94.734375
4768,99.9765625
4769,184.96875
4770,199.3671875
4771,269.7109375
4772,188.15625
4773,56.046875
4774,198.9140625
4775,71.03125
4776,245.9765625
4777,33.140625
4778,147.9140625
4779,324.8671875
4780,68.9453125
4781,106.171875
4782,108.296875
4783,121.3125
4784,51.6796875
4785,102.71875
4786,60.046875
4787,83.2109375
4788,99.046875
4789,91.8671875
4790,358.1953125
4791,194.4453125
4792,59.21875
4793,146.0859375
4794,97.9140625
4795,159.515625
4796,73.9140625
4797,119.78125
4798,623.3515625
4799,96.703125
4800,114.7109375
4801,336.703125
4802,110.859375
4803,120.3046875
4804,97.59375
4805,247.71875
4806,179.6328125
4807,77.421875
4808,70.0703125
4809,126.2734375
4810,290.2109375
4811,397.8671875
4812,352.53125
4813,83.1171875
4814,199.4296875
4815,70.0
4816,598.9765625
4817,99.828125
4818,174.59375
4819,101.09375
4820,51.640625
4821,240.1796875
4822,307.53125
4823,195.5546875
4824,190.671875
4825,104.59375
4826,195.5625
4827,80.921875
4828,60.703125
4829,123.578125
4830,108.4921875
4831,261.7578125
4832,107.234375
4833,79.96875
4834,361.9296875
4835,73.65625
4836,108.953125
4837,334.6171875
4838,28.8203125
4839,110.71875
4840,190.1171875
4841,229.890625
4842,75.3671875
4843,102.0234375
4844,195.1640625
4845,80.296875
4846,126.6953125
4847,176.0078125
4848,266.4296875
4849,184.7734375
4850,50.8515625
4851,9.96875
4852,252.1953125
4853,200.203125
4854,118.125
4855,122.328125
4856,154.7265625
4857,76.5859375
4858,195.4375
4859,114.515625
4860,285.71875
4861,147.890625
4862,91.390625
4863,114.4140625
4864,173.7109375
4865,97.3984375
4866,202.6171875
4867,196.484375
4868,290.15625
4869,264.3515625
4870,120.3046875
4871,120.40625
4872,87.8828125
4873,292.7421875
4874,66.9296875
4875,235.9765625
4876,145.125
4877,99.796875
4878,83.4140625
4879,115.375
4880,111.8671875
4881,27.7734375
4882,50.9765625
4883,129.078125
4884,138.5
4885,110.1171875
4886,152.90625
4887,237.5390625
4888,75.296875
4889,82.1640625
4890,119.046875
4891,96.484375
4892,116.7578125
4893,115.0
4894,121.640625
4895,105.2265625
4896,252.3984375
4897,93.2734375
4898,178.3828125
4899,144.21875
4900,277.921875
4901,227.28125
4902,117.6875
4903,111.5859375
4904,-46.71875
4905,267.953125
4906,68.1328125
4907,227.90625
4908,357.953125
4909,91.9140625
4910,274.3828125
4911,126.3828125
4912,214.265625
4913,199.046875
4914,45.4375
4915,245.5078125
4916,97.9140625
4917,175.203125
4918,189.6015625
4919,167.7734375
4920,269.90625
4921,163.921875
4922,100.2109375
4923,147.1328125
4924,124.1171875
4925,234.6640625
4926,91.1484375
4927,111.4140625
4928,193.015625
4929,12.953125
4930,316.9921875
4931,160.6328125
4932,182.015625
4933,231.3046875
4934,105.8046875
4935,513.7734375
4936,80.0390625
4937,91.6796875
4938,335.6796875
4939,103.4453125
4940,107.5078125
4941,101.4453125
4942,119.8515625
4943,271.90625
4944,192.8125
4945,157.4296875
4946,51.125
4947,67.1015625
4948,363.53125
4949,140.21875
4950,76.1328125
4951,62.3671875
4952,52.7734375
4953,127.4609375
4954,70.9296875
4955,112.203125
4956,550.828125
4957,63.8828125
4958,116.8515625
4959,397.9609375
4960,113.7890625
4961,183.9453125
4962,519.8359375
4963,114.796875
4964,87.9765625
4965,86.21875
4966,103.2109375
4967,108.8203125
4968,75.9609375
4969,121.9453125
4970,47.8984375
4971,103.4140625
4972,198.78125
4973,93.8828125
4974,74.734375
4975,265.515625
4976,96.8359375
4977,102.9765625
4978,289.1875
4979,327.6328125
4980,139.328125
4981,354.390625
4982,55.1953125
4983,46.296875
4984,90.5
4985,80.65625
4986,99.34375
4987,100.90625
4988,207.25
4989,109.4453125
4990,268.5546875
4991,206.734375
4992,122.359375
4993,102.03125
4994,121.265625
4995,127.2109375
4996,125.84375
4997,276.5546875
4998,155.96875
4999,154.171875
5000,78.4375
5001,40.0859375
5002,34.4375
5003,114.6875
5004,121.828125
5005,122.1953125
5006,191.609375
5007,156.8671875
5008,117.09375
5009,224.9296875
5010,37.3125
5011,219.609375
5012,408.9921875
5013,274.1328125
5014,194.25
5015,196.0234375
5016,278.25
5017,100.2109375
5018,120.7890625
5019,75.5078125
5020,24.5390625
5021,200.1015625
5022,333.875
5023,342.375
5024,74.234375
5025,366.6796875
5026,182.9765625
5027,227.4921875
5028,156.8125
5029,280.7890625
5030,210.0078125
5031,105.859375
5032,178.375
5033,212.4375
5034,119.7265625
5035,118.8125
5036,54.3671875
5037,192.7578125
5038,124.1875
5039,59.6640625
5040,125.578125
5041,349.5859375
5042,160.859375
5043,107.4765625
5044,82.2421875
5045,95.078125
5046,198.5
5047,698.4453125
5048,281.3984375
5049,82.4765625
5050,179.6875
5051,59.9921875
5052,120.0625
5053,131.484375
5054,49.234375
5055,317.03125
5056,230.203125
5057,166.125
5058,278.875
5059,335.8203125
5060,123.234375
5061,112.546875
5062,110.2734375
5063,103.0859375
5064,228.421875
5065,317.640625
5066,182.2109375
5067,53.75
5068,323.1015625
5069,108.5703125
5070,65.8203125
5071,188.5390625
5072,81.78125
5073,120.71875
5074,40.71875
5075,140.578125
5076,49.484375
5077,108.8515625
5078,89.953125
5079,78.7109375
5080,116.7265625
5081,107.1171875
5082,112.0078125
5083,82.875
5084,125.234375
5085,375.09375
5086,131.1015625
5087,148.7734375
5088,356.359375
5089,167.9296875
5090,103.828125
5091,95.5234375
5092,73.3984375
5093,325.5078125
5094,103.40625
5095,166.703125
5096,312.546875
5097,274.1328125
5098,172.0625
5099,188.9921875
5100,158.3359375
5101,179.578125
5102,107.0390625
5103,85.125
5104,60.8046875
5105,227.1015625
5106,243.1484375
5107,151.1328125
5108,323.6640625
5109,415.8046875
5110,279.7890625
5111,129.34375
5112,121.6640625
5113,14.1484375
5114,190.3046875
5115,92.6640625
5116,256.75
5117,186.28125
5118,161.4765625
5119,119.8125
5120,179.28125
5121,111.40625
5122,243.8828125
5123,117.7578125
5124,98.9765625
5125,285.2734375
5126,127.703125
5127,115.96875
5128,352.296875
5129,106.765625
5130,192.1171875
5131,168.2890625
5132,78.5078125
5133,68.421875
5134,105.5546875
5135,221.25
5136,224.515625
5137,107.90625
5138,150.2734375
5139,288.3359375
5140,112.625
5141,58.1875
5142,107.546875
5143,202.4375
5144,196.3671875
5145,79.6171875
5146,194.7265625
5147,105.5078125
5148,199.859375
5149,217.21875
5150,207.734375
5151,107.296875
5152,118.9765625
5153,148.1015625
5154,95.6875
5155,202.6953125
5156,221.7421875
5157,75.3984375
5158,55.359375
5159,97.59375
5160,178.59375
5161,180.5078125
5162,287.46875
5163,197.2421875
5164,247.7265625
5165,82.6328125
5166,123.2421875
5167,76.8984375
5168,47.296875
5169,286.734375
5170,364.9609375
5171,161.8203125
5172,225.5390625
5173,319.1328125
5174,123.6953125
5175,27.75
5176,40.484375
5177,-3.1953125
5178,112.625
5179,126.65625
5180,111.7421875
5181,148.7421875
5182,194.0703125
5183,154.796875
5184,122.7890625
5185,197.921875
5186,134.0703125
5187,47.0078125
5188,136.0
5189,72.984375
5190,204.4765625
5191,98.5625
5192,198.25
5193,120.5859375
5194,50.65625
5195,132.34375
5196,21.4375
5197,83.7109375
5198,70.3828125
5199,186.84375
5200,39.921875
5201,96.0234375
5202,198.8515625
5203,111.484375
5204,134.2421875
5205,325.046875
5206,114.0234375
5207,146.0703125
5208,100.0390625
5209,92.9375
5210,201.7734375
5211,123.609375
5212,144.625
5213,33.828125
5214,53.296875
5215,107.78125
5216,224.2578125
5217,197.0
5218,178.6640625
5219,97.09375
5220,413.171875
5221,22.5078125
5222,95.46875
5223,31.265625
5224,56.921875
5225,116.5703125
5226,60.5390625
5227,186.0
5228,104.8671875
5229,166.671875
5230,171.3515625
5231,640.421875
5232,285.0078125
5233,203.0703125
5234,69.0859375
5235,91.359375
5236,261.8359375
5237,98.4765625
5238,125.671875
5239,134.9140625
5240,49.1484375
5241,102.328125
5242,57.6953125
5243,74.28125
5244,183.3828125
5245,315.140625
5246,159.0703125
5247,125.3671875
5248,79.796875
5249,66.1015625
5250,91.0078125
5251,78.7890625
5252,183.4921875
5253,198.9609375
5254,67.6171875
5255,151.03125
5256,118.4921875
5257,157.640625
5258,86.28125
5259,98.796875
5260,112.5703125
5261,206.5625
5262,161.0546875
5263,231.71875
5264,79.9296875
5265,61.328125
5266,286.140625
5267,97.90625
5268,126.3984375
5269,49.9765625
5270,27.1796875
5271,223.6171875
5272,115.28125
5273,138.0
5274,63.21875
5275,145.9921875
5276,165.9453125
5277,120.1328125
5278,101.328125
5279,128.7890625
5280,133.6015625
5281,198.8125
5282,68.6484375
5283,266.78125
5284,71.5703125
5285,119.53125
5286,96.203125
5287,175.9453125
5288,64.625
5289,164.328125
5290,96.3515625
5291,114.9375
5292,90.5703125
5293,95.546875
5294,105.2109375
5295,64.515625
5296,155.7890625
5297,185.3046875
5298,134.46875
5299,118.28125
5300,178.3828125
5301,313.078125
5302,359.984375
5303,105.421875
5304,120.1328125
5305,60.6328125
5306,124.359375
5307,183.8984375
5308,132.8359375
5309,66.609375
5310,85.1015625
5311,231.46875
5312,189.9921875
5313,204.015625
5314,197.25
5315,189.0859375
5316,106.7421875
5317,67.4765625
5318,92.2109375
5319,125.1640625
5320,173.8515625
5321,121.3828125
5322,116.7109375
5323,361.296875
5324,181.4453125
5325,326.1640625
5326,271.8828125
5327,188.5703125
5328,75.7109375
5329,79.203125
5330,347.34375
5331,355.4296875
5332,240.0703125
5333,61.0234375
5334,64.4609375
5335,213.796875
5336,244.4453125
5337,133.6640625
5338,159.09375
5339,231.625
5340,118.59375
5341,73.765625
5342,102.3046875
5343,82.546875
5344,23.5078125
5345,356.84375
5346,204.8828125
5347,110.8515625
5348,31.0
5349,78.9609375
5350,169.78125
5351,146.765625
5352,73.7734375
5353,105.71875
5354,231.375
5355,434.5859375
5356,165.625
5357,400.53125
5358,218.625
5359,347.703125
5360,228.2890625
5361,125.6484375
5362,163.3984375
5363,204.59375
5364,205.765625
5365,146.875
5366,247.1640625
5367,122.8125
5368,70.3671875
5369,62.1015625
5370,112.09375
5371,123.84375
5372,67.546875
5373,97.59375
5374,224.0625
5375,122.828125
5376,85.5234375
5377,202.296875
5378,99.2421875
5379,142.6640625
5380,193.5234375
5381,151.1953125
5382,110.453125
5383,153.703125
5384,237.09375
5385,152.1328125
5386,-29.5078125
5387,112.625
5388,117.5625
5389,99.703125
5390,169.15625
5391,193.609375
5392,163.84375
5393,135.2265625
5394,243.234375
5395,186.6171875
5396,146.71875
5397,188.4453125
5398,251.25
5399,35.9296875
5400,63.46875
5401,166.4921875
5402,46.109375
5403,168.7265625
5404,85.9375
5405,58.796875
5406,3.7109375
5407,108.09375
5408,140.0625
5409,235.4765625
5410,136.6328125
5411,143.8984375
5412,123.1015625
5413,200.3046875
5414,102.03125
5415,47.40625
5416,-91.6796875
5417,208.0078125
5418,119.4921875
5419,229.2890625
5420,323.21875
5421,99.0625
5422,208.2578125
5423,122.9921875
5424,67.59375
5425,156.90625
5426,123.3203125
5427,71.8828125
5428,90.7578125
5429,128.09375
5430,111.015625
5431,27.9140625
5432,202.890625
5433,93.6015625
5434,62.140625
5435,246.703125
5436,183.8125
5437,115.703125
5438,154.625
5439,112.78125
5440,163.8515625
5441,84.0703125
5442,126.8984375
5443,340.4453125
5444,81.015625
5445,320.4375
5446,157.3046875
5447,196.8515625
5448,100.609375
5449,203.59375
5450,57.5703125
5451,199.828125
5452,136.1953125
5453,80.90625
5454,210.15625
5455,125.1484375
5456,156.109375
5457,147.5234375
5458,121.390625
5459,149.5546875
5460,105.1015625
5461,5.4140625
5462,74.6953125
5463,117.234375
5464,146.3828125
5465,121.6640625
5466,97.4921875
5467,490.9140625
5468,118.828125
5469,119.015625
5470,151.25
5471,151.046875
5472,165.4140625
5473,75.9609375
5474,127.7890625
5475,76.1171875
5476,548.8671875
5477,198.8359375
5478,188.25
5479,236.5234375
5480,196.09375
5481,124.90625
5482,157.4453125
5483,114.859375
5484,92.9375
5485,270.390625
5486,133.96875
5487,123.8671875
5488,43.6328125
5489,268.578125
5490,118.7734375
5491,168.875
5492,180.4609375
5493,201.8984375
5494,83.796875
5495,104.9921875
5496,529.65625
5497,355.6796875
5498,229.3359375
5499,111.21875
5500,514.296875
5501,-3.03125
5502,78.7109375
5503,74.390625
5504,277.5625
5505,111.5546875
5506,253.3203125
5507,108.1015625
5508,216.2578125
5509,110.296875
5510,195.4296875
5511,292.6015625
5512,77.109375
5513,40.359375
5514,81.6484375
5515,98.4609375
5516,60.640625
5517,103.5078125
5518,189.5625
5519,117.2890625
5520,141.875
5521,271.1796875
5522,204.5
5523,110.1796875
5524,50.5390625
5525,107.5703125
5526,334.2109375
5527,140.203125
5528,180.953125
5529,154.3125
5530,199.6640625
5531,195.1015625
5532,104.9453125
5533,254.3046875
5534,251.28125
5535,109.140625
5536,61.46875
5537,144.3671875
5538,155.921875
5539,94.359375
5540,124.765625
5541,113.0859375
5542,193.3359375
5543,189.796875
5544,88.84375
5545,143.5078125
5546,217.8203125
5547,44.8125
5548,134.75
5549,83.0390625
5550,361.265625
5551,78.140625
5552,151.078125
5553,400.96875
5554,328.6015625
5555,73.828125
5556,109.109375
5557,67.3125
5558,126.7265625
5559,96.8046875
5560,188.859375
5561,124.2109375
5562,102.640625
5563,202.25
5564,114.359375
5565,26.546875
5566,127.203125
5567,111.7109375
5568,66.0234375
5569,133.734375
5570,69.7109375
5571,213.15625
5572,555.765625
5573,201.671875
5574,107.2578125
5575,96.9765625
5576,163.2578125
5577,111.9609375
5578,101.2109375
5579,109.8671875
5580,180.046875
5581,171.0390625
5582,165.0234375
5583,192.1484375
5584,161.3984375
5585,234.828125
5586,100.40625
5587,149.7421875
5588,89.3046875
5589,198.0625
5590,116.6796875
5591,100.328125
5592,20.125
5593,82.9453125
5594,65.5390625
5595,99.5078125
5596,274.6640625
5597,105.7109375
5598,72.6171875
5599,158.6796875
5600,162.3671875
5601,129.78125
5602,71.25
5603,106.328125
5604,286.078125
5605,162.2109375
5606,85.140625
5607,179.640625
5608,99.484375
5609,57.984375
5610,114.828125
5611,275.8828125
5612,96.0234375
5613,287.6328125
5614,161.2890625
5615,397.0
5616,120.6171875
5617,-78.546875
5618,80.8828125
5619,120.234375
5620,147.8671875
5621,69.1171875
5622,40.171875
5623,92.421875
5624,91.9375
5625,132.7890625
5626,163.046875
5627,63.6796875
